MsgID.LOCAL_VELOCITY,1520579988.4883280,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579988.4883280,-0.0746351,0.0235003,-0.2652624
MsgID.LOCAL_VELOCITY,1520579988.4883280,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520579988.4883280,-121.9939365,37.4137414,0.2680000
MsgID.LOCAL_VELOCITY,1520579988.4883280,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579988.4888289,0.0800161,-0.0019040,-0.2685214
MsgID.LOCAL_VELOCITY,1520579988.4888289,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520579988.4888289,False,False
MsgID.GLOBAL_HOME,1520579988.4888289,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1520579988.4893303,-121.9939378,37.4137416,0.2590000
MsgID.LOCAL_VELOCITY,1520579988.4893303,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579988.4893303,0.1047608,-0.1162082,-0.2598987
MsgID.LOCAL_VELOCITY,1520579988.4893303,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520579988.6627913,-121.9939385,37.4137423,0.2390000
MsgID.LOCAL_VELOCITY,1520579988.6627913,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579988.6627913,0.4505073,-0.3478953,-0.2393212
MsgID.LOCAL_VELOCITY,1520579988.6627913,0.0003475,0.0000662,0.0022796
MsgID.GLOBAL_POSITION,1520579988.9120054,-121.9939362,37.4137408,0.2090000
MsgID.LOCAL_VELOCITY,1520579988.9120054,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520579988.9125063,0.2926741,-0.1417213,-0.2099506
MsgID.LOCAL_VELOCITY,1520579988.9125063,0.0012695,-0.0001915,-0.0001210
MsgID.GLOBAL_POSITION,1520579989.1632149,-121.9939354,37.4137404,0.1820000
MsgID.LOCAL_VELOCITY,1520579989.1632149,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,1520579989.1632149,0.2483587,-0.0754423,-0.1826121
MsgID.LOCAL_VELOCITY,1520579989.1632149,0.0074391,-0.0083152,-0.0600367
MsgID.STATE,1520579989.4098709,True,True
MsgID.GLOBAL_HOME,1520579989.4103720,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579989.4113746,-121.9939379,37.4137407,0.1850000
MsgID.LOCAL_VELOCITY,1520579989.4113746,0.0100000,-0.0200000,-0.1900000
MsgID.LOCAL_POSITION,1520579989.4118767,0.2794028,-0.2961862,-0.1859638
MsgID.LOCAL_VELOCITY,1520579989.4118767,0.0139076,-0.0285251,-0.1928522
MsgID.GLOBAL_POSITION,1520579989.6616139,-121.9939367,37.4137407,0.4430000
MsgID.LOCAL_VELOCITY,1520579989.6616139,0.0100000,-0.0200000,-2.0400000
MsgID.LOCAL_POSITION,1520579989.6616139,0.2832122,-0.1838895,-0.4437907
MsgID.LOCAL_VELOCITY,1520579989.6616139,0.0141545,-0.0258948,-2.0414054
MsgID.GLOBAL_POSITION,1520579989.9118409,-121.9939377,37.4137408,1.0810000
MsgID.LOCAL_VELOCITY,1520579989.9118409,0.0000000,-0.0100000,-3.0600000
MsgID.LOCAL_POSITION,1520579989.9123139,0.2852559,-0.2805814,-1.0815156
MsgID.LOCAL_VELOCITY,1520579989.9123139,0.0006269,-0.0168618,-3.0697718
MsgID.GLOBAL_POSITION,1520579990.1630061,-121.9939375,37.4137408,1.9160000
MsgID.LOCAL_VELOCITY,1520579990.1630061,0.0000000,0.0000000,-3.6400000
MsgID.LOCAL_POSITION,1520579990.1634800,0.2859091,-0.2630933,-1.9162624
MsgID.LOCAL_VELOCITY,1520579990.1634800,-0.0050307,-0.0093455,-3.6468184
MsgID.STATE,1520579990.4096346,True,True
MsgID.GLOBAL_HOME,1520579990.4096346,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579990.4131434,-121.9939367,37.4137411,2.8540000
MsgID.LOCAL_VELOCITY,1520579990.4131434,0.0000000,0.0000000,-3.5200000
MsgID.LOCAL_POSITION,1520579990.4136448,0.3257360,-0.1848312,-2.8545973
MsgID.LOCAL_VELOCITY,1520579990.4136448,-0.0096661,-0.0026619,-3.5236862
MsgID.GLOBAL_POSITION,1520579990.6628282,-121.9939379,37.4137406,3.4390000
MsgID.LOCAL_VELOCITY,1520579990.6628282,0.0100000,0.0000000,-1.0300000
MsgID.LOCAL_POSITION,1520579990.6633301,0.2640942,-0.2994252,-3.4392493
MsgID.LOCAL_VELOCITY,1520579990.6633301,0.0121786,-0.0023364,-1.0310045
MsgID.GLOBAL_POSITION,1520579990.9125054,-121.9939389,37.4137410,3.4950000
MsgID.LOCAL_VELOCITY,1520579990.9125054,0.4700000,0.0100000,0.5300000
MsgID.LOCAL_POSITION,1520579990.9125054,0.3102399,-0.3798189,-3.4957461
MsgID.LOCAL_VELOCITY,1520579990.9125054,0.4773379,0.0123879,0.5345827
MsgID.GLOBAL_POSITION,1520579991.1632357,-121.9939376,37.4137444,3.2740000
MsgID.LOCAL_VELOCITY,1520579991.1632357,1.2900000,0.0400000,1.2300000
MsgID.LOCAL_POSITION,1520579991.1632357,0.6839392,-0.2708957,-3.2741258
MsgID.LOCAL_VELOCITY,1520579991.1632357,1.2997701,0.0478386,1.2391162
MsgID.STATE,1520579991.4094107,True,True
MsgID.GLOBAL_HOME,1520579991.4094107,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579991.4114153,-121.9939350,37.4137472,2.9500000
MsgID.LOCAL_VELOCITY,1520579991.4114153,2.4000000,0.0800000,1.0900000
MsgID.LOCAL_POSITION,1520579991.4119170,0.9980403,-0.0376617,-2.9503043
MsgID.LOCAL_VELOCITY,1520579991.4119170,2.4086502,0.0807732,1.0999187
MsgID.GLOBAL_POSITION,1520579991.6631384,-121.9939368,37.4137552,2.8120000
MsgID.LOCAL_VELOCITY,1520579991.6631384,3.9500000,0.0800000,-0.0600000
MsgID.LOCAL_POSITION,1520579991.6631384,1.8902529,-0.2000221,-2.8120282
MsgID.LOCAL_VELOCITY,1520579991.6631384,3.9545219,0.0802908,-0.0649842
MsgID.GLOBAL_POSITION,1520579991.9128258,-121.9939371,37.4137650,2.9080000
MsgID.LOCAL_VELOCITY,1520579991.9128258,5.0700000,0.0800000,-0.6500000
MsgID.LOCAL_POSITION,1520579991.9133041,2.9777455,-0.2245158,-2.9083955
MsgID.LOCAL_VELOCITY,1520579991.9133041,5.0778494,0.0870099,-0.6551068
MsgID.GLOBAL_POSITION,1520579992.1634114,-121.9939357,37.4137756,3.0190000
MsgID.LOCAL_VELOCITY,1520579992.1634114,5.6000000,0.1200000,-0.3200000
MsgID.LOCAL_POSITION,1520579992.1639128,4.1556282,-0.0969248,-3.0198798
MsgID.LOCAL_VELOCITY,1520579992.1639128,5.6079006,0.1288688,-0.3291095
MsgID.STATE,1520579992.4091053,True,True
MsgID.GLOBAL_HOME,1520579992.4111104,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579992.4131165,-121.9939353,37.4137908,3.0280000
MsgID.LOCAL_VELOCITY,1520579992.4131165,6.0100000,0.1300000,0.0600000
MsgID.LOCAL_POSITION,1520579992.4131165,5.8436227,-0.0621968,-3.0289123
MsgID.LOCAL_VELOCITY,1520579992.4131165,6.0164304,0.1380221,0.0631460
MsgID.GLOBAL_POSITION,1520579992.6623137,-121.9939357,37.4138044,2.9850000
MsgID.LOCAL_VELOCITY,1520579992.6623137,6.2500000,0.1100000,0.2000000
MsgID.LOCAL_POSITION,1520579992.6623137,7.3526158,-0.0992634,-2.9856176
MsgID.LOCAL_VELOCITY,1520579992.6623137,6.2540708,0.1198013,0.2029023
MsgID.GLOBAL_POSITION,1520579992.9125023,-121.9939355,37.4138161,2.9550000
MsgID.LOCAL_VELOCITY,1520579992.9125023,5.3100000,0.1200000,0.0400000
MsgID.LOCAL_POSITION,1520579992.9129796,8.6517324,-0.0809164,-2.9553792
MsgID.LOCAL_VELOCITY,1520579992.9129796,5.3173437,0.1258757,0.0464174
MsgID.GLOBAL_POSITION,1520579993.1632152,-121.9939343,37.4138259,2.9730000
MsgID.LOCAL_VELOCITY,1520579993.1632152,3.4700000,0.1300000,-0.0400000
MsgID.LOCAL_POSITION,1520579993.1632152,9.7430086,0.0276240,-2.9739192
MsgID.LOCAL_VELOCITY,1520579993.1632152,3.4740179,0.1382859,-0.0418036
MsgID.STATE,1520579993.4103723,True,True
MsgID.GLOBAL_HOME,1520579993.4103723,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579993.4123774,-121.9939322,37.4138329,3.0070000
MsgID.LOCAL_VELOCITY,1520579993.4123774,1.7600000,0.0800000,0.0200000
MsgID.LOCAL_POSITION,1520579993.4123774,10.5258226,0.2109081,-3.0079529
MsgID.LOCAL_VELOCITY,1520579993.4123774,1.7608061,0.0823471,0.0268335
MsgID.GLOBAL_POSITION,1520579993.6620491,-121.9939344,37.4138368,3.0070000
MsgID.LOCAL_VELOCITY,1520579993.6620491,0.4200000,-0.0400000,0.1800000
MsgID.LOCAL_POSITION,1520579993.6620491,10.9555569,0.0147717,-3.0078270
MsgID.LOCAL_VELOCITY,1520579993.6620491,0.4250889,-0.0425061,0.1854955
MsgID.GLOBAL_POSITION,1520579993.9122140,-121.9939346,37.4138359,2.9980000
MsgID.LOCAL_VELOCITY,1520579993.9122140,-0.7500000,-0.1000000,0.1500000
MsgID.LOCAL_POSITION,1520579993.9122140,10.8555822,-0.0008227,-2.9982357
MsgID.LOCAL_VELOCITY,1520579993.9122140,-0.7590690,-0.1093512,0.1574236
MsgID.GLOBAL_POSITION,1520579994.1618879,-121.9939329,37.4138324,2.9860000
MsgID.LOCAL_VELOCITY,1520579994.1618879,-1.2300000,-0.0400000,0.1200000
MsgID.LOCAL_POSITION,1520579994.1623902,10.4714117,0.1498651,-2.9866245
MsgID.LOCAL_VELOCITY,1520579994.1623902,-1.2382790,-0.0477963,0.1283505
MsgID.STATE,1520579994.4110506,True,True
MsgID.GLOBAL_HOME,1520579994.4110506,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579994.4130554,-121.9939359,37.4138298,2.9820000
MsgID.LOCAL_VELOCITY,1520579994.4130554,-0.9000000,-0.0700000,0.0300000
MsgID.LOCAL_POSITION,1520579994.4130554,10.1767902,-0.1136161,-2.9823875
MsgID.LOCAL_VELOCITY,1520579994.4130554,-0.9008938,-0.0749561,0.0378263
MsgID.GLOBAL_POSITION,1520579994.6638374,-121.9939353,37.4138284,2.9820000
MsgID.LOCAL_VELOCITY,1520579994.6638374,-0.3100000,-0.0300000,0.0000000
MsgID.LOCAL_POSITION,1520579994.6638374,10.0188932,-0.0623934,-2.9821520
MsgID.LOCAL_VELOCITY,1520579994.6638374,-0.3113017,-0.0383496,0.0076869
MsgID.GLOBAL_POSITION,1520579994.9135203,-121.9939351,37.4138279,2.9670000
MsgID.LOCAL_VELOCITY,1520579994.9135203,-0.0600000,0.0000000,-0.0100000
MsgID.LOCAL_POSITION,1520579994.9135203,9.9665318,-0.0475026,-2.9678202
MsgID.LOCAL_VELOCITY,1520579994.9135203,-0.0626706,-0.0010593,-0.0138913
MsgID.GLOBAL_POSITION,1520579995.1621909,-121.9939350,37.4138292,2.9460000
MsgID.LOCAL_VELOCITY,1520579995.1621909,-0.0300000,0.3800000,-0.1000000
MsgID.LOCAL_POSITION,1520579995.1621909,10.1097164,-0.0372167,-2.9463682
MsgID.LOCAL_VELOCITY,1520579995.1621909,-0.0306169,0.3801386,-0.1030835
MsgID.STATE,1520579995.4104044,True,True
MsgID.GLOBAL_HOME,1520579995.4109063,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579995.4129107,-121.9939330,37.4138289,2.9390000
MsgID.LOCAL_VELOCITY,1520579995.4129107,-0.0400000,1.6300000,-0.2400000
MsgID.LOCAL_POSITION,1520579995.4129107,10.0807161,0.1390825,-2.9397595
MsgID.LOCAL_VELOCITY,1520579995.4129107,-0.0482765,1.6379278,-0.2422374
MsgID.GLOBAL_POSITION,1520579995.6625741,-121.9939262,37.4138276,2.9540000
MsgID.LOCAL_VELOCITY,1520579995.6625741,-0.0500000,2.8300000,-0.3000000
MsgID.LOCAL_POSITION,1520579995.6630764,9.9362831,0.7422374,-2.9542294
MsgID.LOCAL_VELOCITY,1520579995.6630764,-0.0543164,2.8357117,-0.3054623
MsgID.GLOBAL_POSITION,1520579995.9138134,-121.9939155,37.4138275,2.9680000
MsgID.LOCAL_VELOCITY,1520579995.9138134,-0.0300000,3.7400000,-0.2300000
MsgID.LOCAL_POSITION,1520579995.9142880,9.9175797,1.6940171,-2.9686089
MsgID.LOCAL_VELOCITY,1520579995.9142880,-0.0372380,3.7430382,-0.2358658
MsgID.GLOBAL_POSITION,1520579996.1625037,-121.9939042,37.4138270,2.9780000
MsgID.LOCAL_VELOCITY,1520579996.1625037,0.0000000,4.5500000,-0.1800000
MsgID.LOCAL_POSITION,1520579996.1625037,9.8662462,2.6965227,-2.9783225
MsgID.LOCAL_VELOCITY,1520579996.1625037,-0.0073995,4.5537882,-0.1898222
MsgID.STATE,1520579996.4101667,True,True
MsgID.GLOBAL_HOME,1520579996.4101667,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579996.4141781,-121.9938904,37.4138264,2.9930000
MsgID.LOCAL_VELOCITY,1520579996.4141781,0.0300000,5.2200000,-0.0700000
MsgID.LOCAL_POSITION,1520579996.4146795,9.8021469,3.9234149,-2.9936833
MsgID.LOCAL_VELOCITY,1520579996.4146795,0.0325716,5.2255573,-0.0725018
MsgID.GLOBAL_POSITION,1520579996.6638720,-121.9938745,37.4138277,3.0000000
MsgID.LOCAL_VELOCITY,1520579996.6638720,0.0900000,5.8200000,0.0200000
MsgID.LOCAL_POSITION,1520579996.6638720,9.9471483,5.3416729,-3.0004976
MsgID.LOCAL_VELOCITY,1520579996.6638720,0.0953529,5.8213229,0.0290662
MsgID.GLOBAL_POSITION,1520579996.9146109,-121.9938585,37.4138281,3.0010000
MsgID.LOCAL_VELOCITY,1520579996.9146109,0.1000000,6.3100000,0.0700000
MsgID.LOCAL_POSITION,1520579996.9150863,9.9848547,6.7649083,-3.0015678
MsgID.LOCAL_VELOCITY,1520579996.9150863,0.1043964,6.3101015,0.0727825
MsgID.GLOBAL_POSITION,1520579997.1627445,-121.9938424,37.4138284,3.0130000
MsgID.LOCAL_VELOCITY,1520579997.1627445,0.0600000,5.8900000,0.1200000
MsgID.LOCAL_POSITION,1520579997.1632717,10.0235558,8.1962147,-3.0135903
MsgID.LOCAL_VELOCITY,1520579997.1632717,0.0601496,5.8910966,0.1203299
MsgID.STATE,1520579997.4104514,True,True
MsgID.GLOBAL_HOME,1520579997.4104514,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579997.4144890,-121.9938258,37.4138284,3.0220000
MsgID.LOCAL_VELOCITY,1520579997.4144890,0.0100000,4.3200000,0.1700000
MsgID.LOCAL_POSITION,1520579997.4144890,10.0228701,9.6699381,-3.0227778
MsgID.LOCAL_VELOCITY,1520579997.4144890,0.0104328,4.3243885,0.1714206
MsgID.GLOBAL_POSITION,1520579997.6636684,-121.9938156,37.4138270,3.0170000
MsgID.LOCAL_VELOCITY,1520579997.6636684,-0.0100000,2.5000000,0.2400000
MsgID.LOCAL_POSITION,1520579997.6636684,9.8693447,10.5753174,-3.0176952
MsgID.LOCAL_VELOCITY,1520579997.6636684,-0.0104857,2.5076931,0.2447979
MsgID.GLOBAL_POSITION,1520579997.9133477,-121.9938111,37.4138274,3.0050000
MsgID.LOCAL_VELOCITY,1520579997.9133477,0.0400000,0.9200000,0.2000000
MsgID.LOCAL_POSITION,1520579997.9133477,9.9160595,10.9799461,-3.0052247
MsgID.LOCAL_VELOCITY,1520579997.9133477,0.0467077,0.9291598,0.2054978
MsgID.GLOBAL_POSITION,1520579998.1635430,-121.9938091,37.4138284,2.9920000
MsgID.LOCAL_VELOCITY,1520579998.1635430,0.1000000,-0.4400000,0.1500000
MsgID.LOCAL_POSITION,1520579998.1635430,10.0189257,11.1524267,-2.9927561
MsgID.LOCAL_VELOCITY,1520579998.1635430,0.1014650,-0.4409075,0.1528119
MsgID.STATE,1520579998.4097452,True,True
MsgID.GLOBAL_HOME,1520579998.4097452,-121.9939346,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1520579998.4142804,-121.9938133,37.4138288,2.9890000
MsgID.LOCAL_VELOCITY,1520579998.4142804,0.0400000,-1.3800000,0.0700000
MsgID.LOCAL_POSITION,1520579998.4147589,10.0640745,10.7803431,-2.9895442
MsgID.LOCAL_VELOCITY,1520579998.4147589,0.0426929,-1.3815767,0.0728926
MsgID.GLOBAL_POSITION,1520579998.6645207,-121.9938177,37.4138296,2.9890000
MsgID.LOCAL_VELOCITY,1520579998.6645207,-0.0500000,-1.4300000,0.0500000
MsgID.LOCAL_POSITION,1520579998.6649992,10.1505909,10.3862801,-2.9892402
MsgID.LOCAL_VELOCITY,1520579998.6649992,-0.0563633,-1.4383838,0.0523531
MsgID.GLOBAL_POSITION,1520579998.9129310,-121.9938208,37.4138296,2.9890000
MsgID.LOCAL_VELOCITY,1520579998.9129310,-0.0700000,-0.8000000,0.0200000
MsgID.LOCAL_POSITION,1520579998.9134080,10.1601372,10.1125441,-2.9897146
MsgID.LOCAL_VELOCITY,1520579998.9134080,-0.0754776,-0.8059906,0.0267179
MsgID.GLOBAL_POSITION,1520579999.1650760,-121.9938223,37.4138284,2.9840000
MsgID.LOCAL_VELOCITY,1520579999.1650760,-0.0300000,-0.2300000,0.0200000
MsgID.LOCAL_POSITION,1520579999.1650760,10.0252247,9.9841251,-2.9840813
MsgID.LOCAL_VELOCITY,1520579999.1650760,-0.0390507,-0.2366410,0.0298369
MsgID.STATE,1520579999.4102335,True,True
MsgID.GLOBAL_HOME,1520579999.4102335,-121.99393,1520578313.9289112,-2.8383610,7.4703832,0.0755282
MsgID.GLOBAL_POSITION,1520578314.1780131,-121.9930762,37.4137076,2.9630000
MsgID.LOCAL_VELOCITY,1520578314.1780131,-2.8400000,7.5000000,0.0500000
MsgID.LOCAL_POSITION,1520578314.1785152,4157074.5000000,-10843818.0000000,-2.9632447
MsgID.LOCAL_VELOCITY,1520578314.1785152,-2.8424990,7.5074630,0.0596145
MsgID.GLOBAL_POSITION,1520578314.4276738,-121.9930528,37.4137026,2.9680000
MsgID.LOCAL_VELOCITY,1520578314.4276738,-2.8500000,7.5400000,0.0100000
MsgID.LOCAL_POSITION,1520578314.4296792,4157074.0000000,-10843816.0000000,-2.9685371
MsgID.LOCAL_VELOCITY,1520578314.4296792,-2.8553252,7.5399227,0.0167729
MsgID.GLOBAL_POSITION,1520578314.6768894,-121.9930324,37.4136966,2.9820000
MsgID.LOCAL_VELOCITY,1520578314.6768894,-2.8400000,7.5000000,0.0800000
MsgID.LOCAL_POSITION,1520578314.6788943,4157073.2500000,-10843814.0000000,-2.9825919
MsgID.LOCAL_VELOCITY,1520578314.6788943,-2.8421998,7.5045605,0.0890551
MsgID.STATE,1520578314.8919609,True,True
MsgID.GLOBAL_HOME,1520578314.8919609,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520578314.9275551,-121.9930133,37.4136911,2.9800000
MsgID.LOCAL_VELOCITY,1520578314.9275551,-2.8400000,7.4800000,0.1200000
MsgID.LOCAL_POSITION,1520578314.9295614,4157072.5000000,-10843813.0000000,-2.9800723
MsgID.LOCAL_VELOCITY,1520578314.9295614,-2.8443031,7.4885678,0.1314624
MsgID.GLOBAL_POSITION,1520578315.1792238,-121.9929919,37.4136838,2.9700000
MsgID.LOCAL_VELOCITY,1520578315.1792238,-2.8400000,7.4900000,0.1400000
MsgID.LOCAL_POSITION,1520578315.1797261,4157071.7500000,-10843811.0000000,-2.9700921
MsgID.LOCAL_VELOCITY,1520578315.1797261,-2.8483937,7.4945173,0.1500178
MsgID.GLOBAL_POSITION,1520578315.4284165,-121.9929697,37.4136772,2.9630000
MsgID.LOCAL_VELOCITY,1520578315.4284165,-2.8500000,7.5100000,0.1400000
MsgID.LOCAL_POSITION,1520578315.4284165,4157071.0000000,-10843809.0000000,-2.9631963
MsgID.LOCAL_VELOCITY,1520578315.4284165,-2.8552308,7.5137377,0.1496638
MsgID.GLOBAL_POSITION,1520578315.6776044,-121.9929474,37.4136714,2.9700000
MsgID.LOCAL_VELOCITY,1520578315.6776044,-2.8600000,7.5400000,0.0700000
MsgID.LOCAL_POSITION,1520578315.6796095,4157070.5000000,-10843807.0000000,-2.9704306
MsgID.LOCAL_VELOCITY,1520578315.6796095,-2.8610756,7.5453024,0.0792458
MsgID.STATE,1520578315.8931775,True,True
MsgID.GLOBAL_HOME,1520578315.8936787,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520578315.9282703,-121.9929260,37.4136630,2.9830000
MsgID.LOCAL_VELOCITY,1520578315.9282703,-2.8500000,7.5200000,0.0800000
MsgID.LOCAL_POSITION,1520578315.9287717,4157069.5000000,-10843805.0000000,-2.9837050
MsgID.LOCAL_VELOCITY,1520578315.9287717,-2.8496718,7.5205317,0.0962524
MsgID.GLOBAL_POSITION,1520578316.1794975,-121.9929068,37.4136567,2.9830000
MsgID.LOCAL_VELOCITY,1520578316.1794975,-2.8300000,7.4800000,0.1700000
MsgID.LOCAL_POSITION,1520578316.1799748,4157068.7500000,-10843803.0000000,-2.9830997
MsgID.LOCAL_VELOCITY,1520578316.1799748,-2.8367815,7.4857273,0.1709829
MsgID.GLOBAL_POSITION,1520578316.4291375,-121.9928863,37.4136517,2.9710000
MsgID.LOCAL_VELOCITY,1520578316.4291375,-2.8400000,7.4900000,0.1700000
MsgID.LOCAL_POSITION,1520578316.4296389,4157068.2500000,-10843801.0000000,-2.9709139
MsgID.LOCAL_VELOCITY,1520578316.4296389,-2.8440912,7.5013142,0.1665382
MsgID.GLOBAL_POSITION,1520578316.6793282,-121.9928626,37.4136460,2.9620000
MsgID.LOCAL_VELOCITY,1520578316.6793282,-2.8500000,7.5300000,0.0700000
MsgID.LOCAL_POSITION,1520578316.6793282,4157067.5000000,-10843799.0000000,-2.9622221
MsgID.LOCAL_VELOCITY,1520578316.6793282,-2.8584697,7.5397778,0.0740211
MsgID.STATE,1520578316.8929079,True,True
MsgID.GLOBAL_HOME,1520578316.8929079,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520578316.9280005,-121.9928405,37.4136383,2.9610000
MsgID.LOCAL_VELOCITY,1520578316.9280005,-2.8700000,7.5500000,0.0000000
MsgID.LOCAL_POSITION,1520578316.9300325,4157066.7500000,-10843797.0000000,-2.9615126
MsgID.LOCAL_VELOCITY,1520578316.9300325,-2.8709414,7.5569644,0.0004947
MsgID.GLOBAL_POSITION,1520578317.1781745,-121.9928195,37.4136322,2.9490000
MsgID.LOCAL_VELOCITY,1520578317.1781745,-2.8700000,7.5500000,-0.0200000
MsgID.LOCAL_POSITION,1520578317.1786768,4157066.0000000,-10843795.0000000,-2.9493897
MsgID.LOCAL_VELOCITY,1520578317.1786768,-2.8700986,7.5518045,-0.0276983
MsgID.GLOBAL_POSITION,1520578317.4283397,-121.9928000,37.4136254,2.9440000
MsgID.LOCAL_VELOCITY,1520578317.4283397,-2.8800000,7.5700000,-0.1200000
MsgID.LOCAL_POSITION,1520578317.4303455,4157065.2500000,-10843794.0000000,-2.9440331
MsgID.LOCAL_VELOCITY,1520578317.4303455,-2.8804793,7.5715346,-0.1288215
MsgID.GLOBAL_POSITION,1520578317.6780028,-121.9927773,37.4136174,2.9490000
MsgID.LOCAL_VELOCITY,1520578317.6780028,-2.8700000,7.5600000,-0.1800000
MsgID.LOCAL_POSITION,1520578317.6805098,4157064.5000000,-10843792.0000000,-2.9500442
MsgID.LOCAL_VELOCITY,1520578317.6805098,-2.8749800,7.5663238,-0.1858177
MsgID.STATE,1520578317.8915725,True,True
MsgID.GLOBAL_HOME,1520578317.8915725,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520578317.9286702,-121.9927551,37.4136109,2.9520000
MsgID.LOCAL_VELOCITY,1520578317.9286702,-2.8600000,7.5500000,-0.2100000
MsgID.LOCAL_POSITION,1520578317.9286702,4157063.7500000,-10843790.0000000,-2.9528544
MsgID.LOCAL_VELOCITY,1520578317.9286702,-2.8683994,7.5536866,-0.2144646
MsgID.GLOBAL_POSITION,1520578318.1793356,-121.9927340,37.4136052,2.9540000
MsgID.LOCAL_VELOCITY,1520578318.1793356,-2.8600000,7.5200000,-0.1700000
MsgID.LOCAL_POSITION,1520578318.1798491,4157063.0000000,-10843788.0000000,-2.9544516
MsgID.LOCAL_VELOCITY,1520578318.1798491,-2.8635321,7.5190654,-0.1723257
MsgID.GLOBAL_POSITION,1520578318.4284973,-121.9927145,37.4136005,2.9510000
MsgID.LOCAL_VELOCITY,1520578318.4284973,-2.8500000,7.5100000,-0.1500000
MsgID.LOCAL_POSITION,1520578318.4284973,4157062.5000000,-10843786.0000000,-2.9517219
MsgID.LOCAL_VELOCITY,1520578318.4284973,-2.8565576,7.5151720,-0.1589584
MsgID.GLOBAL_POSITION,1520578318.6796665,-121.9926920,37.4135933,2.9610000
MsgID.LOCAL_VELOCITY,1520578318.6796665,-2.8500000,7.5100000,-0.1200000
MsgID.LOCAL_POSITION,1520578318.6796665,4157061.7500000,-10843784.0000000,-2.9612617
MsgID.LOCAL_VELOCITY,1520578318.6796665,-2.8548715,7.5178008,-0.1290567
MsgID.STATE,1520578318.8917286,True,True
